document_id,source_dataset,prompt
437,MedQuAD,What are the symptoms of Renal dysplasia megalocystis sirenomelia ?
438,MedQuAD,How to diagnose Metastatic Squamous Neck Cancer with Occult Primary ?
439,MedQuAD,what research (or clinical trials) is being done for Osteosarcoma and Malignant Fibrous Histiocytoma of Bone ?
440,MedQuAD,What is (are) Nephrocalcinosis ?
441,MedQuAD,What are the treatments for Parasites - Scabies ?
442,MedQuAD,What is (are) Immunotactoid or fibrillary glomerulopathy ?
443,MedQuAD,What are the symptoms of Retroperitoneal fibrosis ?
444,MedQuAD,What are the genetic changes related to pseudocholinesterase deficiency ?
445,MedQuAD,Do you have information about Circumcision
446,MedQuAD,What are the symptoms of Chromosome 16p13.3 deletion syndrome ?
447,PubMedQA,Location and number of sutures placed for hiatal hernia repair during laparoscopic adjustable gastric banding: does it matter?
448,MedQuAD,How many people are affected by Asperger syndrome ?
449,MedQuAD,What are the treatments for Pulmonary arterial hypertension ?
450,MedQuAD,Is histiocytosis-lymphadenopathy plus syndrome inherited ?
451,MedQuAD,How many people are affected by arrhythmogenic right ventricular cardiomyopathy ?
452,MedQuAD,What are the treatments for Loin pain hematuria syndrome ?
453,MedQuAD,What are the treatments for Czech dysplasia ?
454,MedQuAD,What to do for Primary Biliary Cirrhosis ?
455,MedQuAD,What to do for Kidney Dysplasia ?
456,MedQuAD,What is the outlook for Gestational Trophoblastic Disease ?
457,MedQuAD,What are the treatments for dentatorubral-pallidoluysian atrophy ?
458,MedQuAD,What are the symptoms of Angel shaped phalangoepiphyseal dysplasia ?
459,MedQuAD,What is (are) achondrogenesis ?
460,MedQuAD,What is the outlook for Paraneoplastic Syndromes ?
461,MedQuAD,Is Beckwith-Wiedemann syndrome inherited ?
462,MedQuAD,Do you have information about Organ Donation
463,PubMedQA,Delayed peripheral facial palsy in the stapes surgery: can it be prevented?
464,MedQuAD,What causes Dentinogenesis imperfecta ?
465,MedQuAD,What are the treatments for Noonan syndrome 6 ?
466,MedQuAD,What is (are) Mollaret meningitis ?
467,PubMedQA,Should prostate specific antigen be adjusted for body mass index?
468,PubMedQA,Is withdrawal-induced anxiety in alcoholism based on beta-endorphin deficiency?
469,MedQuAD,How to diagnose Proximal symphalangism ?
470,MedQuAD,What is (are) Mouth Disorders ?
471,MedQuAD,How many people are affected by DOORS syndrome ?
472,MedQuAD,What are the genetic changes related to polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy ?
473,MedQuAD,What causes Primary hyperoxaluria type 2 ?
474,MedQuAD,What are the symptoms of Renal tubular dysgenesis ?
475,MedQuAD,What causes Primary carnitine deficiency ?
476,MedQuAD,Who is at risk for Childhood Acute Lymphoblastic Leukemia? ?
477,MedQuAD,What is the outlook for Rasmussen's Encephalitis ?
478,MedQuAD,What is (are) Toilet Training ?
479,MedQuAD,What are the treatments for erythromelalgia ?
480,PubMedQA,Transient tachypnea of the newborn (TTN): a role for polymorphisms in the beta-adrenergic receptor (ADRB) encoding genes?
481,MedQuAD,What are the treatments for Nephrogenic diabetes insipidus ?
482,MedQuAD,What are the symptoms of Felty's syndrome ?
483,MedQuAD,What is (are) Eye Movement Disorders ?
484,MedQuAD,What are the stages of Adult Soft Tissue Sarcoma ?
485,MedQuAD,How many people are affected by Greig cephalopolysyndactyly syndrome ?
486,MedQuAD,What are the symptoms of Multiple pterygium syndrome lethal type ?
487,MedQuAD,"What are the symptoms of Crigler Najjar syndrome, type 2 ?"
488,MedQuAD,What are the treatments for coloboma ?
489,MedQuAD,Is restless legs syndrome inherited ?
490,MedQuAD,What is (are) Immune System and Disorders ?
491,MedQuAD,What are the genetic changes related to Rett syndrome ?
492,MedQuAD,What are the symptoms of Rutherfurd syndrome ?
493,MedQuAD,What is (are) Hypersomnia ?
494,MedQuAD,What are the symptoms of Hyperinsulinemic hypoglycemia familial 3 ?
495,MedQuAD,How many people are affected by Leigh syndrome ?
496,MedQuAD,What are the symptoms of Balance Problems ?
497,PubMedQA,Is aneurysm repair justified for the patients aged 80 or older after aneurysmal subarachnoid hemorrhage?
498,MedQuAD,How many people are affected by central core disease ?
499,MedQuAD,What is (are) Lipoid proteinosis of Urbach and Wiethe ?
500,MedQuAD,What is (are) Phacomatosis pigmentovascularis ?
501,MedQuAD,Is infantile-onset spinocerebellar ataxia inherited ?
502,PubMedQA,"Do lipids, blood pressure, diabetes, and smoking confer equal risk of myocardial infarction in women as in men?"
503,MedQuAD,"What are the symptoms of Maturity-onset diabetes of the young, type 6 ?"
504,MedQuAD,What is (are) Actinomycosis ?
505,MedQuAD,Is Currarino triad inherited ?
506,MedQuAD,What are the symptoms of Pars planitis ?
507,MedQuAD,"What are the genetic changes related to multicentric osteolysis, nodulosis, and arthropathy ?"
508,MedQuAD,What causes Wilson disease ?
509,MedQuAD,Is Neutral lipid storage disease with myopathy inherited ?
510,MedQuAD,What is (are) Chronic Myelomonocytic Leukemia ?
511,MedQuAD,What causes Nonspherocytic hemolytic anemia due to hexokinase deficiency ?
512,MedQuAD,Is Erythropoietic protoporphyria inherited ?
513,MedQuAD,What is (are) Orthostatic Hypotension ?
514,MedQuAD,How to diagnose Cold urticaria ?
515,MedQuAD,What is (are) Mixed connective tissue disease ?
516,MedQuAD,What are the symptoms of Myelomeningocele ?
517,MedQuAD,What is (are) Hereditary sensory neuropathy type IE ?
518,MedQuAD,What is (are) Parasites - Lymphatic Filariasis ?
519,MedQuAD,What are the symptoms of Absent patella ?
520,MedQuAD,How to diagnose Schwannomatosis ?
521,MedQuAD,How many people are affected by familial hemophagocytic lymphohistiocytosis ?
522,MedQuAD,What are the treatments for dopamine beta-hydroxylase deficiency ?
523,MedQuAD,What are the treatments for SYNGAP1-related intellectual disability ?
524,MedQuAD,What is the outlook for Muscular Dystrophy ?
525,MedQuAD,Is Hereditary leiomyomatosis and renal cell cancer inherited ?
526,MedQuAD,What are the genetic changes related to cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy ?
527,MedQuAD,What are the symptoms of Disseminated superficial actinic porokeratosis ?
528,MedQuAD,What is (are) Williams syndrome ?
529,MedQuAD,Is benign familial neonatal seizures inherited ?
530,MedQuAD,What is (are) Cat scratch disease ?
531,MedQuAD,What are the genetic changes related to Birt-Hogg-Dub syndrome ?
532,MedQuAD,What causes Foodborne Illnesses ?
533,PubMedQA,Is pain a clinically relevant problem in general adult psychiatry?
534,MedQuAD,What are the treatments for Parasites - Ascariasis ?
535,MedQuAD,What is (are) Wallenberg's Syndrome ?
536,MedQuAD,What are the treatments for arrhythmogenic right ventricular cardiomyopathy ?
537,MedQuAD,What are the treatments for Pervasive Developmental Disorders ?
538,MedQuAD,What are the treatments for Prostate Cancer ?
539,PubMedQA,Can common carotid intima media thickness serve as an indicator of both cardiovascular phenotype and risk among black Africans?
540,MedQuAD,What is (are) Neuronal ceroid lipofuscinosis 5 ?
541,MedQuAD,Is Neuroblastoma inherited ?
542,MedQuAD,What are the symptoms of Essential Thrombocythemia ?
543,MedQuAD,What are the treatments for Noonan syndrome 4 ?
544,MedQuAD,What is (are) What I need to know about Kidney Failure and How Its Treated ?
545,MedQuAD,Is Ellis-van Creveld syndrome inherited ?
546,MedQuAD,What are the treatments for Parasites - Loiasis ?
547,MedQuAD,What are the stages of Adult Central Nervous System Tumors ?
548,MedQuAD,How to diagnose Spastic diplegia cerebral palsy ?
549,MedQuAD,What are the genetic changes related to X-linked creatine deficiency ?
550,MedQuAD,What are the genetic changes related to familial lipoprotein lipase deficiency ?
551,MedQuAD,What are the genetic changes related to Menkes syndrome ?
552,MedQuAD,How many people are affected by Emanuel syndrome ?
553,MedQuAD,what research (or clinical trials) is being done for Behcet's Disease ?
554,MedQuAD,How many people are affected by autosomal recessive congenital stationary night blindness ?
555,MedQuAD,What are the treatments for alpha-1 antitrypsin deficiency ?
556,MedQuAD,What causes Balance Problems ?
557,MedQuAD,What are the genetic changes related to autosomal dominant nocturnal frontal lobe epilepsy ?
558,MedQuAD,What are the treatments for Noonan syndrome 2 ?
559,MedQuAD,Is hepatic lipase deficiency inherited ?
560,MedQuAD,Is craniometaphyseal dysplasia inherited ?
561,MedQuAD,Is mannose-binding lectin deficiency inherited ?
562,MedQuAD,What is (are) Corneal Disorders ?
563,MedQuAD,"What are the symptoms of Leigh syndrome, French Canadian type ?"
564,MedQuAD,Is Cowden syndrome inherited ?
565,MedQuAD,What are the treatments for Neonatal progeroid syndrome ?
566,MedQuAD,How many people are affected by Myhre syndrome ?
567,MedQuAD,What is (are) Uterine Diseases ?
568,MedQuAD,What are the treatments for Donohue syndrome ?
569,MedQuAD,What are the genetic changes related to Laron syndrome ?
570,MedQuAD,What is (are) Loeys-Dietz syndrome ?
571,MedQuAD,What is (are) sudden infant death with dysgenesis of the testes syndrome ?
572,MedQuAD,How many people are affected by ALG1-congenital disorder of glycosylation ?
573,MedQuAD,Is mitochondrial membrane protein-associated neurodegeneration inherited ?
574,MedQuAD,What are the genetic changes related to acute promyelocytic leukemia ?
575,MedQuAD,How to prevent Obesity Hypoventilation Syndrome ?
576,MedQuAD,What is (are) focal dermal hypoplasia ?
577,MedQuAD,Is 1p36 deletion syndrome inherited ?
578,MedQuAD,Do you have information about Cholesterol
579,MedQuAD,Is Bardet-Biedl syndrome inherited ?
580,MedQuAD,What is (are) Neuropathy ataxia retinitis pigmentosa syndrome ?
581,MedQuAD,What is (are) Monogenic Forms of Diabetes: Neonatal Diabetes Mellitus and Maturity-onset Diabetes of the Young ?
582,MedQuAD,What is (are) Asbestos-Related Lung Diseases ?
583,MedQuAD,Who is at risk for Lymphocytic Choriomeningitis (LCM)? ?
584,MedQuAD,What are the symptoms of Graham Boyle Troxell syndrome ?
585,MedQuAD,What is (are) Blue cone monochromatism ?
586,MedQuAD,"How many people are affected by multicentric osteolysis, nodulosis, and arthropathy ?"
587,MedQuAD,What is (are) Childhood Interstitial Lung Disease ?
588,MedQuAD,Do you have information about Patient Safety
589,MedQuAD,What are the symptoms of Phacomatosis pigmentovascularis ?
590,MedQuAD,What is (are) Birthmarks ?
591,MedQuAD,What are the treatments for Scleroderma ?
592,MedQuAD,What are the symptoms of PEHO syndrome ?
593,MedQuAD,What are the treatments for Hypotrichosis simplex ?
594,MedQuAD,What is (are) Central serous chorioretinopathy ?
595,MedQuAD,What is (are) Craniofacial Abnormalities ?
596,MedQuAD,What are the symptoms of Familial hemiplegic migraine type 2 ?
597,MedQuAD,What to do for Solitary Kidney ?
598,MedQuAD,What are the genetic changes related to microvillus inclusion disease ?
599,MedQuAD,How many people are affected by Joubert syndrome ?
600,MedQuAD,what research (or clinical trials) is being done for Deep Brain Stimulation for Parkinson's Disease ?
601,MedQuAD,How to diagnose Disseminated peritoneal leiomyomatosis ?
602,MedQuAD,What is (are) deafness-dystonia-optic neuronopathy syndrome ?
603,MedQuAD,What is (are) Lymphatic Diseases ?
604,MedQuAD,How many people are affected by Larsen syndrome ?
605,MedQuAD,What is (are) Adrenoleukodystrophy ?
606,MedQuAD,What are the treatments for hypermethioninemia ?
607,MedQuAD,What are the symptoms of Angelman syndrome ?
608,MedQuAD,Is acral peeling skin syndrome inherited ?
609,MedQuAD,How many people are affected by trichohepatoenteric syndrome ?
610,MedQuAD,What are the treatments for Omsk Hemorrhagic Fever (OHF) ?
611,MedQuAD,What are the symptoms of Proximal symphalangism ?
612,MedQuAD,what is cdc doing to address visa and vrsa?
613,MedQuAD,How many people are affected by Menkes syndrome ?
614,MedQuAD,How many people are affected by Lennox-Gastaut syndrome ?
615,MedQuAD,Do you have information about Sexual Problems in Women
616,MedQuAD,What is (are) Patent Ductus Arteriosus ?
617,MedQuAD,What is (are) Sudden Infant Death Syndrome ?
618,MedQuAD,"What causes 47, XYY syndrome ?"
619,MedQuAD,Is Walker-Warburg syndrome inherited ?
620,MedQuAD,What are the genetic changes related to narcolepsy ?
621,MedQuAD,What are the symptoms of Brittle diabetes ?
622,MedQuAD,What are the treatments for Klver-Bucy Syndrome ?
623,MedQuAD,What are the symptoms of Michels syndrome ?
624,PubMedQA,Does perspective-taking increase patient satisfaction in medical encounters?
625,MedQuAD,How to diagnose Multiple familial trichoepithelioma ?
626,MedQuAD,How many people are affected by Niemann-Pick disease ?
627,MedQuAD,What are the symptoms of Heart Valve Disease ?
628,MedQuAD,Do you have information about Mercury
629,MedQuAD,What are the symptoms of Fraser like syndrome ?
630,PubMedQA,Does surgery or radiation therapy impact survival for patients with extrapulmonary small cell cancers?
631,MedQuAD,Is Hirschsprung disease inherited ?
632,MedQuAD,What are the symptoms of Lymphocytic Choriomeningitis (LCM) ?
633,MedQuAD,What are the symptoms of Lethal chondrodysplasia Moerman type ?
634,MedQuAD,What is (are) Hypopituitarism ?
635,MedQuAD,What are the treatments for What I need to know about Cirrhosis ?
636,MedQuAD,What is the outlook for Transverse Myelitis ?
637,MedQuAD,What are the genetic changes related to complement factor I deficiency ?
638,MedQuAD,What are the treatments for factor X deficiency ?
639,MedQuAD,What are the symptoms of Joubert syndrome ?
640,PubMedQA,Does combining antiretroviral agents in a single dosage form enhance quality of life of HIV/AIDS patients?
641,MedQuAD,Is Asperger syndrome inherited ?
642,MedQuAD,What is (are) Tyrosinemia type 1 ?
643,MedQuAD,"What are the symptoms of Gonadal dysgenesis, XX type ?"
644,MedQuAD,Is erythrokeratodermia variabilis et progressiva inherited ?
645,MedQuAD,What are the treatments for Thyrotoxic Myopathy ?
646,MedQuAD,Is Ornithine transcarbamylase deficiency inherited ?
647,MedQuAD,What are the symptoms of Thrombocytopenia ?
648,MedQuAD,Is Menkes syndrome inherited ?
649,MedQuAD,What is (are) Menkes syndrome ?
650,MedQuAD,What are the treatments for Endometrial Cancer ?
651,MedQuAD,What are the treatments for progressive external ophthalmoplegia ?
652,MedQuAD,What is (are) Juvenile Myelomonocytic Leukemia ?
653,MedQuAD,What are the genetic changes related to ALG1-congenital disorder of glycosylation ?
654,MedQuAD,What is (are) congenital fibrosis of the extraocular muscles ?
655,MedQuAD,How many people are affected by cystinuria ?
656,MedQuAD,What are the treatments for Hydrocephalus ?
657,MedQuAD,How to diagnose Dyggve-Melchior-Clausen syndrome ?
658,MedQuAD,What is (are) Infectious Arthritis ?
659,MedQuAD,What is (are) transthyretin amyloidosis ?
660,MedQuAD,What is (are) VLCAD deficiency ?
661,MedQuAD,How many people are affected by ALG6-congenital disorder of glycosylation ?
662,MedQuAD,Is hereditary neuralgic amyotrophy inherited ?
663,MedQuAD,What is (are) mitochondrial complex III deficiency ?
664,MedQuAD,What are the symptoms of Crohn's Disease ?
665,MedQuAD,What are the treatments for Mucolipidoses ?
666,MedQuAD,Do you have information about Coping with Disasters
667,MedQuAD,What is the outlook for Congenital Myopathy ?
668,MedQuAD,What are the symptoms of Cleidocranial dysplasia ?
669,MedQuAD,What are the treatments for Tarlov Cysts ?
670,MedQuAD,What causes Indigestion ?
671,MedQuAD,What are the genetic changes related to galactosemia ?
672,MedQuAD,What are the genetic changes related to Apert syndrome ?
673,MedQuAD,How to diagnose Brody myopathy ?
674,MedQuAD,Is Alpers-Huttenlocher syndrome inherited ?
